R,G,B,stdR,stdG,stdB,acc1,acc2,acc3,acc4,acc5,credit,watchthisinstagood,instagood,2instagood,instagood10k,yay,nay,suggested,like,photos,love,empty,soir,bdteam
128.772438965,141.850029297,150.983449707,89.1682387425,81.079427378,78.493670295,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.043618164,99.3842797852,118.769936523,41.161386375,44.6271943662,48.3360068287,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.3545556641,68.767355957,39.261730957,74.5704774471,46.2758970496,37.5240134095,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.80953125,140.027197266,71.6120361328,59.6961646278,43.4078073262,62.7279035552,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182.160959473,167.937050781,123.808540039,69.9310640104,57.0413766891,66.7689729979,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.6219824219,95.4255175781,56.1740771484,60.2513473022,52.4904014591,61.2045349426,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.443059082,144.563525391,153.638139648,94.8201946651,82.1625525806,82.4818824771,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.8319482422,59.4590576172,81.4321533203,44.9561394954,54.4609427987,64.4190745007,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.9840625,34.6960986328,39.1669897461,41.6839404156,33.5024517004,41.7812088943,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157.252685547,156.92364502,161.541101074,82.7243006887,77.0814486696,74.3431597757,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.640280762,103.348498535,101.452670898,62.2303169891,59.3464131548,58.0011688847,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.4097119141,103.292885742,125.112443848,80.1047447061,68.9958204985,73.5353579749,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.620300293,138.254265137,152.547580566,69.4055520459,71.0097710054,70.5314905481,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.709025879,120.105327148,133.040039062,63.7222018098,62.0559080788,66.2196689368,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.126879883,147.988745117,150.394916992,74.9564775095,76.4015665441,78.4881046455,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.8415454102,101.766013184,98.4333789062,74.5754837099,74.1301871846,78.0225325847,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.5966601562,89.8944189453,100.81659668,58.5057217719,54.253528067,65.0517979906,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.387265625,112.741291504,105.056813965,79.0954324689,69.7047985193,67.8516727094,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.615288086,114.491740723,134.331938477,78.7375855769,86.0247766484,84.3646136978,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177.905444336,152.088901367,170.944921875,81.4802243948,66.6786872682,58.2844009168,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179.467583008,168.649182129,165.066108398,57.3961648133,48.5592391075,61.0186871014,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.9892480469,56.0258666992,81.9532373047,39.7637396609,39.9304101365,45.7726898542,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.2823950195,90.1831420898,90.6706762695,55.7774265726,54.6200048353,73.2962922027,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.4141503906,67.2778540039,69.810949707,51.2531408428,50.6221993032,56.7604028334,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.4413452148,75.4133422852,55.3885986328,59.4784142752,54.7499104613,45.4771991386,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.853024902,118.593388672,137.645529785,60.079181577,76.6396502183,80.5747286514,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.3028637695,104.188710938,66.3861157227,68.4628529638,64.2074995353,63.3386114953,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.779511719,128.973527832,103.149147949,59.3080830412,65.2807788541,78.1359262891,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.626472168,117.038317871,142.368227539,59.0795757881,66.7716251546,76.382311813,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.789733887,101.712541504,111.008723145,63.7053860785,53.596559893,53.882770834,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142.496523438,150.693312988,161.486206055,81.7551511459,77.5218219858,75.2446345235,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.7576635742,96.4280639648,112.142983398,45.3150019903,52.2832223366,77.0593545656,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.4075463867,74.6723608398,136.307875977,29.2799793312,38.1679187054,72.7650777202,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.3215112305,60.1192724609,60.6154760742,39.9350964183,34.3811189534,33.7316147875,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.479782715,146.970178223,145.475512695,58.4101331428,59.5264461794,73.43924962,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.7807202148,66.070847168,60.5173144531,50.2094919892,46.5142212766,45.7107279789,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.836096191,150.556125488,203.882431641,75.6283778513,59.4761167709,44.7993694909,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160.929099121,143.43003418,136.634282227,79.3944022173,70.5090706245,61.7556742041,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.8857739258,106.559499512,124.58713623,54.1310319492,50.0799548207,61.1966579751,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.602854004,189.140212402,122.814902344,43.2116250924,47.2894182484,79.2291328353,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.6641723633,94.3031347656,111.17559082,72.0287405716,73.9483327529,72.2370067854,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.86296875,122.040952148,126.786442871,76.542306819,77.9185678794,84.5076270787,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160.020324707,136.304763184,111.20939209,54.0608472877,58.4588505263,67.7417608082,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.481569824,164.306826172,186.618146973,71.0996498388,58.3462899762,55.8890095018,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.2044824219,65.2668969727,66.0365673828,33.2816427269,42.8685360799,47.8261508366,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.4232299805,110.643544922,104.617851563,70.048512695,70.71738817,73.7818369621,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.405690918,98.0618896484,108.85479248,50.8397618897,60.7984505927,73.0281935084,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0856567383,61.1693579102,81.5913378906,44.3491694113,50.8201702009,58.3089311539,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.896357422,111.802084961,100.402763672,69.2048573489,64.2370649032,79.6326326317,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.8588110352,74.3285571289,76.2700976563,56.5577377117,56.6735023281,60.3357586823,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141.152336426,146.931228027,159.877736816,73.0603989764,66.2964048814,69.4078130836,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.0981762695,81.0134375,108.141479492,53.0422103766,61.6912356795,69.8293025337,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.6495751953,96.1861157227,139.385366211,63.75824675,65.8957120035,79.0139001982,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.561918945,112.034018555,117.046074219,63.0340705634,58.5281467741,65.7024903077,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.9353100586,111.271437988,155.599714355,53.4724128665,61.2090698354,64.3219891598,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.1974365234,55.5046875,72.6156811523,23.956071416,44.0619211786,57.709577529,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.93828125,85.3700683594,81.1724462891,58.0864566795,60.8190506058,63.0237739863,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.719992676,108.383017578,111.510102539,76.8921724132,76.5758269758,86.2297992676,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.910317383,105.78295166,147.635187988,34.5263078194,47.7243946387,77.8906193931,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158.305400391,153.519926758,149.787944336,84.9226928269,79.6933642658,69.0418325493,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.956154785,105.594758301,111.672890625,77.5064629611,72.5342797149,70.6648192258,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137.10342041,124.43862793,129.423596191,68.754793654,55.1869941589,48.2171122064,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.784375,132.708012695,156.276481934,60.6401461428,66.3786417408,77.2209715865,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165.83857666,157.592124023,159.029272461,64.2774216062,62.9579530095,57.6360019286,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.339926758,105.162404785,117.059536133,63.7394470171,57.5096174377,54.9321240915,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.8969067383,89.7124121094,119.414760742,34.6213045072,44.8309248673,65.5461547554,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.934069824,117.827792969,72.1722119141,67.3857853249,66.1402381796,87.3437468207,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.518835449,160.610402832,153.626733398,67.5026410559,68.1866606608,71.5675219524,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.3559301758,76.2878442383,112.375151367,34.0295142857,47.4904209059,67.3003874586,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.6577587891,76.1009692383,94.6055786133,32.7398526124,52.0155472555,64.0614718335,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.023881836,120.157980957,124.321257324,72.8036716816,71.4076963443,83.3229066449,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.8387817383,81.8888769531,98.2240820313,60.8321162268,65.1421397364,78.8984040477,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.915805664,133.035551758,118.880087891,68.3592470083,65.7208354604,75.5519425717,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.3371606445,93.8504663086,114.417770996,60.3969431684,70.0673700675,83.888773588,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.9073144531,97.4783154297,101.322089844,65.199169042,64.5170981266,63.9529471681,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.516923828,149.479057617,150.593293457,80.7132478629,64.128636295,58.8124018451,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.947390137,119.403684082,103.14628418,69.985796852,69.219400361,68.8673844996,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137.179914551,158.946582031,185.012756348,90.6110942801,84.0992763887,86.1314871121,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.5123144531,103.665935059,149.110407715,57.6286842955,64.1788765334,62.4299606393,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.4183276367,88.0437475586,116.832700195,55.1939048568,66.9710812249,83.3472129954,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5571508789,89.9415551758,86.5053344727,57.0091761253,48.4748636107,52.0640839144,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.8358813477,88.7708056641,127.572849121,48.0339884764,50.497330619,65.6404301476,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183.432167969,171.40737793,162.608959961,42.6908661441,42.9679739164,45.2837059137,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1860253906,72.5005737305,97.4458349609,67.906811786,65.8976261966,63.2094796383,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.69755127,127.093303223,137.894658203,84.1270771176,76.0781180881,87.4279662019,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.723647461,97.0562280273,116.217592773,72.0433800888,74.2608802137,74.119252597,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.984284668,114.806147461,151.196340332,58.6062100885,71.7789905929,74.7421868159,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.3810375977,36.8749023438,44.2593847656,17.5782370357,22.5731712773,43.1532666625,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.2871142578,104.429379883,131.370092773,70.3951973888,68.4353474127,73.9499990366,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157.243378906,140.813620605,118.205339355,56.5975513814,54.1664476796,49.1134807414,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0493481445,90.4071850586,128.470544434,50.3092642478,70.5328585788,74.4962741672,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.2324780273,92.236027832,81.7880566406,51.6155720655,53.5465571312,61.8675143983,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.8840063477,76.7662841797,94.4508105469,48.4928958439,51.212054321,75.9037665707,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.9442407227,88.6245263672,105.25675293,81.7900147779,65.4005453647,57.5224706501,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134.53527832,137.31315918,134.833317871,61.7947492963,58.8852807727,63.7516964984,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.38583252,141.727060547,172.283068848,48.7853066555,55.9927997529,47.6579691437,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.5751416016,108.150078125,138.361518555,71.3732090421,61.1597017421,57.0664108449,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.185517578,102.698708496,112.73951416,66.1140004233,66.7688772632,72.4300270234,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.5380249023,85.0815649414,137.143422852,58.9789091789,62.1346362543,65.2551014694,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.110935059,126.464165039,148.306374512,66.7689942219,66.4890140864,74.762405295,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.6971411133,54.0358227539,84.9287426758,39.9944523452,46.9055852138,57.8475918669,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.357648926,135.256352539,129.743796387,89.1550771306,88.9711818917,91.4124805667,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.461472168,50.2898071289,69.8084692383,46.5604332593,43.602912944,42.0149065931,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.654362793,119.621611328,108.430009766,65.9515416422,63.8863915947,68.4303306305,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.702102051,133.726484375,136.646123047,53.3412213764,68.9368389357,78.0381532327,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.235185547,122.637922363,162.440441895,56.4950155976,56.4290056322,69.5665199008,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.379477539,193.779277344,136.11060791,24.8695513764,33.2035387807,82.5859293543,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.474501953,142.011948242,147.937355957,84.5678924697,81.6073001293,89.3707749167,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.016132812,123.575424805,144.614428711,80.1107516978,61.8097725129,60.7568409923,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.288095703,148.270805664,148.650527344,95.0576019031,67.4754885996,73.950463471,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.8584277344,72.6016479492,86.6013671875,36.1340888797,46.4965999126,60.3779898092,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.828095703,134.203864746,127.916533203,80.8841717394,76.1234756442,85.6083959214,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.273742676,119.93107666,127.34411377,75.5150977571,64.3673689581,65.6318758769,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.412927246,104.444311523,128.720019531,70.3425939861,67.7420126487,67.7633690079,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.420124512,127.92463623,140.256923828,78.3619756036,80.6631766537,81.9399212487,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.998100586,139.054770508,135.012680664,76.4154557102,73.6764555389,66.5398901619,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.780529785,151.526970215,166.517712402,77.3108130267,80.4798951332,84.1148166881,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134.64204834,137.206325684,145.983452148,80.32251742,80.460398872,89.2030625963,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184.102497559,193.474179687,181.830966797,61.692121903,50.7539854915,55.3809652811,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.7805737305,79.4276855469,123.568361816,53.3526948972,59.7944002633,67.470966879,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0280908203,61.2738208008,71.2780175781,42.3783274063,40.1226647028,52.655128059,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.5647998047,56.3626782227,70.5127319336,35.5915225133,44.3821849944,59.2511471738,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.659973145,152.632922363,150.645688477,77.4728249319,68.5527719469,61.8397957022,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.7317797852,65.7488891602,81.0712915039,53.7918280998,58.0412292215,62.5933316655,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187.085175781,175.376572266,153.92625,64.3610836063,65.4173306799,75.1406453421,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.834260254,125.693813477,161.906833496,63.1486772084,47.1320334689,68.5113688757,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.09088623,100.823117676,106.605759277,65.7840199012,72.4905235539,77.1416429858,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.716694336,134.701228027,126.699091797,67.2071173149,50.0280620515,50.0965879689,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.95348877,176.632229004,177.208374023,55.8708478366,54.3003102858,54.9855421178,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.779118652,170.060979004,200.621052246,70.1142353871,67.0303258591,62.1983189369,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.311188965,131.845878906,126.604018555,85.6539453231,79.4047191633,84.3302858109,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.026723633,106.378686523,114.179284668,84.0644096478,72.7160760402,74.3855271441,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.3333886719,97.9798120117,115.891564941,46.9048715699,52.0855746825,61.919589301,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.4693261719,62.3282324219,60.1175610352,28.0601965497,23.2099661169,24.1792676197,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.5034277344,119.849128418,139.004528809,73.1198268601,74.6752732145,76.7097009779,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.2046777344,110.623127441,133.666728516,44.6738262143,53.4774952282,67.7687225085,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.539018555,103.716621094,70.2653198242,51.1739361323,56.6498928979,88.8047851286,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1967919922,55.7559130859,68.9407202148,36.1506396693,37.720583876,44.9212190612,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.8627075195,99.5983984375,134.490334473,65.9818299288,64.9214769871,59.9169555863,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.6673022461,76.9059350586,119.325407715,50.4334872281,50.3291105823,56.0460613873,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.3719506836,106.357614746,129.36895752,38.6980400734,51.2220800938,68.7834689182,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.201604004,130.104621582,168.682438965,54.697575526,66.2493123057,83.5805442677,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.0870727539,78.4013354492,106.266508789,50.8720298088,51.4642033859,68.2353071869,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.478486328,97.8619213867,126.753085938,58.8387402529,58.950863777,76.5170820979,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.81081543,227.383896484,217.798051758,23.2109433423,25.7673819984,24.7006750468,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.412683105,120.94810791,130.563823242,85.9100561167,73.067887453,71.9504618388,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.7894482422,113.551181641,101.904121094,80.5798535118,69.8218990048,78.3029922501,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.137585449,135.810969238,125.792231445,65.6593620115,64.5198171417,72.9092951786,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.157783203,137.050722656,134.50793457,74.3566825984,70.4234059384,83.8385759767,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.161796875,106.948500977,117.941015625,71.1049013472,62.9889761576,59.5831447641,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.492509766,92.5097216797,140.12842041,70.9466284913,67.381423904,93.222180496,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0273706055,52.452097168,63.8862329102,26.9429941173,25.6154583083,25.0517613356,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.8041674805,89.1244458008,112.515412598,73.0038315141,57.2751211777,64.5939249722,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.5241503906,72.8339770508,146.249365234,36.8690044485,50.0720506491,59.2771738895,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.9207714844,72.1462280273,76.9024682617,63.2789578072,50.2209847694,65.3465191887,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.4843945313,71.1257617187,81.3675341797,48.4605312747,48.7057154068,56.1424538882,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.81092041,100.063718262,113.582255859,64.3994210989,69.4514395538,82.5869138629,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.782072754,145.013083496,168.390981445,75.9763865544,73.4361251681,72.0260818015,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
